dataset,subject,uid,question,option_a,option_b,option_c,option_d,answer,text_gt
MedMCQA,general,medmcqa::validation::114,Pregnancy gingivitis is caused by:,Bacteriodes melaninogenicus,Actinobacillus actinomycetemcomitans,Streptococcus sanguis,Fusobacterium,A,Pregnancy gingivitis is caused by:
MedMCQA,general,medmcqa::validation::115,Artery palpable at the anterior border of the masseter is :,Superficial temporal artery,Facial artery,Lingual artery,Maxillary artery,B,Artery palpable at the anterior border of the masseter is :
MedMCQA,general,medmcqa::validation::116,In DIC following are seen except,Fibrinogen decreased,Thrombocytopenia,Normal APTT,PT elevation,C,In DIC following are seen except
MedMCQA,general,medmcqa::validation::117,Absorption of which of the following drugs is increased after a fatty meal?,Amphotericin B,Griseofulvin,Ampicillin,Aspirin,B,Absorption of which of the following drugs is increased after a fatty meal?
MedMCQA,general,medmcqa::validation::118,What is the basis of behavior shaping:,Stimulus response theory,Social learning principle.,Hierarchy of needs,None of the above.,A,What is the basis of behavior shaping:
MedMCQA,general,medmcqa::validation::119,Shortest root of maxillary 1st molar,Distobuccal,Mesiobuccal,Palatal,All are equal,A,Shortest root of maxillary 1st molar
MedMCQA,general,medmcqa::validation::120,Malaria relapse common with which type plasmodium species?,Plasmodium malariae and vivax,Plasmodium falciparum and vivax,Plasmodium vivax and ovale,Plasmodium ovale and malariae,C,Malaria relapse common with which type plasmodium species?
MedMCQA,general,medmcqa::validation::121,"Which of the following constituents is common in occlusal sealants, bonding agents, composite resins?",BIS GMA,Polymethyl methacrylate,Benzoin methyl ether,Silica filter,A,"Which of the following constituents is common in occlusal sealants, bonding agents, composite resins?"
MedMCQA,general,medmcqa::validation::122,Which primary tooth resemble premolar,Upper 1st molar,Lower 1st molar,Upper 2nd molar,Lower 2nd molar,A,Which primary tooth resemble premolar
MedMCQA,general,medmcqa::validation::123,"According to Transplantation of Human Organs Act, which of the following doctors is/are not authorized to declare brainstem death?",RMP incharge of the hospital,Treating physician,Neurosurgeon,Surgeon doing liver transplant,D,"According to Transplantation of Human Organs Act, which of the following doctors is/are not authorized to declare brainstem death?"
MedMCQA,general,medmcqa::validation::124,Which of the following types of lipase is controlled by glucagon?,Lipoprotein lipase,Hormone-sensitive lipase,Gastric lipase,Pancreatic lipase,B,Which of the following types of lipase is controlled by glucagon?
MedMCQA,general,medmcqa::validation::125,In dentistry which sedatives are generally used:,Benzodiazepines,Morphine,NSAID,Pethidine,A,In dentistry which sedatives are generally used:
MedMCQA,general,medmcqa::validation::126,In case of Fracture of mandible; alveolar border experiences which force,Tension,Compression,Torsion,Rotation,A,In case of Fracture of mandible; alveolar border experiences which force
MedMCQA,general,medmcqa::validation::127,The hormone having the maximum effect on granulation wound healing is:,Thyroxine,Cortisone,Parathormone,Epinephrine,B,The hormone having the maximum effect on granulation wound healing is:
MedMCQA,general,medmcqa::validation::128,The clot formed is not stable unless extensive cross-linking occurs. This extensive cross-linking of blood clot is done by:,Plasmin,Thrombin,HMWK,Factor XIII,D,The clot formed is not stable unless extensive cross-linking occurs. This extensive cross-linking of blood clot is done by:
MedMCQA,general,medmcqa::validation::129,Pre-carve burnishing is useful for all except:,Bring further excess mercury to surface,Increase surface hardness,Decrease number and size of voids,Marginal adaptation,B,Pre-carve burnishing is useful for all except:
MedMCQA,general,medmcqa::validation::130,"A neonate is being investigated for jaundice. A liver biopsy shows features of a ""Giant Cell/Neonatal hepatitis"". Which one of the following conditions usually results in this case –",Congenital hepatic fibrosis,Hemochromatosis,Alpha–1–antitrypsin deficiency,Glycogen storage disease Type 1,C,"A neonate is being investigated for jaundice. A liver biopsy shows features of a ""Giant Cell/Neonatal hepatitis"". Which one of the following conditions usually results in this case –"
MedMCQA,general,medmcqa::validation::131,Ammonia from brain is removed as:,Urea,Alanine,Glutamate,Glutamine,D,Ammonia from brain is removed as:
MedMCQA,general,medmcqa::validation::132,Use of lithium during pregnancy increases the risk of development of which of the following malformations in the baby?,Facial defects,Cardiac defects,Neural tube defects,Urogenital defects,B,Use of lithium during pregnancy increases the risk of development of which of the following malformations in the baby?
MedMCQA,general,medmcqa::validation::133,Most common presentation of abdominal desmoids tumor is?,Abdominal pain,Abdominal mass,Fever,Urinary retention,B,Most common presentation of abdominal desmoids tumor is?
MedMCQA,general,medmcqa::validation::134,Noise induced hearing toss inosto affects:,Inner hair cell,Outer hair cell,Macula,Cupula,B,Noise induced hearing toss inosto affects:
MedMCQA,general,medmcqa::validation::135,Replacing amino acid will not change its functions,Glutamine to Asparagine,Aspaate and Glutamate,Alanine to tryptophan,None of these,A,Replacing amino acid will not change its functions
MedMCQA,general,medmcqa::validation::136,"A 75 year old chronic smoker who is diabetic and edentulous for the last 30 years has a bilateral body fracture, best treatment modality is",ORIF with reconstruction plate,Gunning splints,Two mini plates,Wire osteosynthesis,B,"A 75 year old chronic smoker who is diabetic and edentulous for the last 30 years has a bilateral body fracture, best treatment modality is"
MedMCQA,general,medmcqa::validation::137,"Which of the following is used as, surface hardener in Impression material?",2% potassium sulfate,0.2% potassium sulfate,2% sodium sulfate,4% potassium sulfate,A,"Which of the following is used as, surface hardener in Impression material?"
MedMCQA,general,medmcqa::validation::138,A 59-year-old female presents with gingival condition punched out crater-like depression covered with membrane which can be pulled off painlessly?,Diphtheritic lesion,Acute herpetic gingivostomatitis,ANUG,Syphilitic lesion,C,A 59-year-old female presents with gingival condition punched out crater-like depression covered with membrane which can be pulled off painlessly?
MedMCQA,general,medmcqa::validation::139,Visual cortex is present in the:,Occipital lobe,Temporal lobe,Frontal lobe,Parietal lobe,A,Visual cortex is present in the:
MedMCQA,general,medmcqa::validation::140,Bartholins duct is the name of :,Parotid duct,Submandibular gland,Sublingual duct,Lacrimal duct,C,Bartholins duct is the name of :
MedMCQA,general,medmcqa::validation::141,Which of the following exists as yeast at 37deg and hyphae at 25deg?,Histoplasma capsulatum,Sporothrix globosa,Candida albicans,Cryptococcus neoformans,A,Which of the following exists as yeast at 37deg and hyphae at 25deg?
MedMCQA,general,medmcqa::validation::142,Pulsatile varicose veins in lower limbs is seen in –,Klippel trenaunay syndrome,TR,RV failure,Carcinoid stenosis of tricuspid,A,Pulsatile varicose veins in lower limbs is seen in –
MedMCQA,general,medmcqa::validation::143,"The number of dental caries cases reported during last 10 years are given below 250, 320, 190, 300, 5000, 100, 260, 350, 320 and 160. The epidemiologist wants to find out average number of caries cases reported in that town for last 10 yrs. The most appropriate average per this data will be",Arithmetic mean,Mode,Median,Geometric mean,C,"The number of dental caries cases reported during last 10 years are given below 250, 320, 190, 300, 5000, 100, 260, 350, 320 and 160. The epidemiologist wants to find out average number of caries cases reported in that town for last 10 yrs. The most appropriate average per this data will be"
MedMCQA,general,medmcqa::validation::144,The most common bone cancer is:,Osteosarcoma,Metastatic bone cancer,Multiple myelonia,Squamous cell carcinoma,B,The most common bone cancer is:
MedMCQA,general,medmcqa::validation::145,Which is the ligand for receptors present in liver for uptake of LDL?,Apo B-100,Apo B-48,Apo E and Apo B-100,Apo A-I,A,Which is the ligand for receptors present in liver for uptake of LDL?
MedMCQA,general,medmcqa::validation::146,Amyloid protein in Hemodialysis associated with amyloidosis is-,AA,A b,b- 2 microglobulin,Transthyretin,C,Amyloid protein in Hemodialysis associated with amyloidosis is-
MedMCQA,general,medmcqa::validation::147,Teeth that erupt in 30 days of birth,Neonatal teeth,Natal teeth,Premature teeth,None,A,Teeth that erupt in 30 days of birth
MedMCQA,general,medmcqa::validation::148,Arrange the following in the sequence of closure :,Umbilical Aery,Umbilical Vein,Ductus venosus and Foramen ovale,All,D,Arrange the following in the sequence of closure :
MedMCQA,general,medmcqa::validation::149,"Drug adveisement letter is a necessary component of each drug formulation and contains various information about the drug like drug dosing, frequency and half-life. Which of the following information need not be given in the drug adveisement letter?",Research papers and other aicles proving efficacy of the drug,Date of expiry of the drug,"Rare, but serious life threatening adverse-effects","Common, not so serious adverse-effects",B,"Drug adveisement letter is a necessary component of each drug formulation and contains various information about the drug like drug dosing, frequency and half-life. Which of the following information need not be given in the drug adveisement letter?"
MedMCQA,general,medmcqa::validation::150,"In a patient with fresh blow out fracture of the orbit, best immediate management is",Wait & watch,Antral pack,Titanium Mesh,Glass bead mesh,A,"In a patient with fresh blow out fracture of the orbit, best immediate management is"
